Taxon,Domain,Major_Clade,Minor_Clade,Shallow_Clade
Abedinium_folium,Eukaryota,SAR,Alveolata,Dinophyceae
Akashiwo_sanguinea,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_affine,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_andersonii,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_catenella,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_fundyense,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_lusitanicum,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_margalefii,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_minutum,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_monilatum,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_pacificum,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_tamarense,Eukaryota,SAR,Alveolata,Dinophyceae
Alexandrium_tamutum,Eukaryota,SAR,Alveolata,Dinophyceae
Amoebophrya_sp_A120,Eukaryota,SAR,Alveolata,Dinophyceae
Amoebophrya_sp_A25,Eukaryota,SAR,Alveolata,Dinophyceae
Amphidinium_carterae,Eukaryota,SAR,Alveolata,Dinophyceae
Amyloodinium_ocellatum,Eukaryota,SAR,Alveolata,Dinophyceae
Ankistrodinium_semilunatum,Eukaryota,SAR,Alveolata,Dinophyceae
Ansanella_granifera,Eukaryota,SAR,Alveolata,Dinophyceae
Apicoporus_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Apocalathium_aciculiferum,Eukaryota,SAR,Alveolata,Dinophyceae
Apocalathium_sp_CCCM6010,Eukaryota,SAR,Alveolata,Dinophyceae
Asulcocephalium_sp_As_BRC,Eukaryota,SAR,Alveolata,Dinophyceae
Azadinium_spinosum,Eukaryota,SAR,Alveolata,Dinophyceae
Balechina_pachydermata,Eukaryota,SAR,Alveolata,Dinophyceae
Biecheleria_cincta,Eukaryota,SAR,Alveolata,Dinophyceae
Biecheleriopsis_adriatica,Eukaryota,SAR,Alveolata,Dinophyceae
Borghiella_pascheri,Eukaryota,SAR,Alveolata,Dinophyceae
Borghiella_sp_CCCM6014,Eukaryota,SAR,Alveolata,Dinophyceae
Breviolum_aenigmaticum,Eukaryota,SAR,Alveolata,Dinophyceae
Breviolum_minutum,Eukaryota,SAR,Alveolata,Dinophyceae
Breviolum_pseudominutum,Eukaryota,SAR,Alveolata,Dinophyceae
Breviolum_psygmophilum,Eukaryota,SAR,Alveolata,Dinophyceae
Chimonodinium_lomnickii,Eukaryota,SAR,Alveolata,Dinophyceae
Cladocopium_goreaui,Eukaryota,SAR,Alveolata,Dinophyceae
Cochlodinium_pulchellum,Eukaryota,SAR,Alveolata,Dinophyceae
Coolia_malayensis,Eukaryota,SAR,Alveolata,Dinophyceae
Coolia_palmyrensis,Eukaryota,SAR,Alveolata,Dinophyceae
Crypthecodinium_cohnii,Eukaryota,SAR,Alveolata,Dinophyceae
Cyklopsia_gemma,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_acuminata,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_acuta,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_caudata,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_fortii,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_infundibulum,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_ovum,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_sacculus,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_sp_1,Eukaryota,SAR,Alveolata,Dinophyceae
Dinophysis_sp_2,Eukaryota,SAR,Alveolata,Dinophyceae
Durinskia_baltica,Eukaryota,SAR,Alveolata,Dinophyceae
Durinskia_capensis,Eukaryota,SAR,Alveolata,Dinophyceae
Durinskia_kwazulunatalensis,Eukaryota,SAR,Alveolata,Dinophyceae
Durinskia_oculata,Eukaryota,SAR,Alveolata,Dinophyceae
Durinskia_sp_Ds_BGAG,Eukaryota,SAR,Alveolata,Dinophyceae
Durusdinium_trenchii,Eukaryota,SAR,Alveolata,Dinophyceae
Effrenium_voratum,Eukaryota,SAR,Alveolata,Dinophyceae
Eleftheros_karadeniz,Eukaryota,SAR,Alveolata,Dinophyceae
Eleftheros_xomoi,Eukaryota,SAR,Alveolata,Dinophyceae
Erythropsidinium_sp_ErQI1,Eukaryota,SAR,Alveolata,Dinophyceae
Erythropsidinium_sp_ErQI2,Eukaryota,SAR,Alveolata,Dinophyceae
Fabadinium_amicum,Eukaryota,SAR,Alveolata,Dinophyceae
Freudenthalidium_endolithicum,Eukaryota,SAR,Alveolata,Dinophyceae
Freudenthalidium_heronense,Eukaryota,SAR,Alveolata,Dinophyceae
Fugacium_kawagutii,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_australes,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_balechii,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_belizeanus,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_caribaeus,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_carolinianus,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_carpenteri,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_excentricus,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_pacificus,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_polynesiensis,Eukaryota,SAR,Alveolata,Dinophyceae
Gambierdiscus_silvae,Eukaryota,SAR,Alveolata,Dinophyceae
Gerakladium_sp_JEP_2021,Eukaryota,SAR,Alveolata,Dinophyceae
Gonyaulax_spinifera,Eukaryota,SAR,Alveolata,Dinophyceae
Gymnodinium_catenatum,Eukaryota,SAR,Alveolata,Dinophyceae
Gymnodinium_impudicum,Eukaryota,SAR,Alveolata,Dinophyceae
Gymnodinium_smaydae,Eukaryota,SAR,Alveolata,Dinophyceae
Gymnoxanthella_radiolariae,Eukaryota,SAR,Alveolata,Dinophyceae
Gyrodinium_dominans,Eukaryota,SAR,Alveolata,Dinophyceae
Gyrodinium_spirale,Eukaryota,SAR,Alveolata,Dinophyceae
Halluxium_pauxillum,Eukaryota,SAR,Alveolata,Dinophyceae
Haplozoon_axiothellae,Eukaryota,SAR,Alveolata,Dinophyceae
Haplozoon_pugnus,Eukaryota,SAR,Alveolata,Dinophyceae
Hemidinium_nasutum,Eukaryota,SAR,Alveolata,Dinophyceae
Heterocapsa_arctica,Eukaryota,SAR,Alveolata,Dinophyceae
Heterocapsa_circularisquama,Eukaryota,SAR,Alveolata,Dinophyceae
Heterocapsa_rotundata,Eukaryota,SAR,Alveolata,Dinophyceae
Heterocapsa_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Jadwigia_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Karenia_brevis,Eukaryota,SAR,Alveolata,Dinophyceae
Karenia_mikimotoi,Eukaryota,SAR,Alveolata,Dinophyceae
Karenia_papilionacea,Eukaryota,SAR,Alveolata,Dinophyceae
Karenia_selliformis,Eukaryota,SAR,Alveolata,Dinophyceae
Kofoidinium_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Kryptoperidinium_foliaceum,Eukaryota,SAR,Alveolata,Dinophyceae
Kryptoperidinium_triquetrum,Eukaryota,SAR,Alveolata,Dinophyceae
Lebouridinium_glaucum,Eukaryota,SAR,Alveolata,Dinophyceae
Lepidodinium_chlorophorum,Eukaryota,SAR,Alveolata,Dinophyceae
Lepidodinium_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Lessardia_elongata,Eukaryota,SAR,Alveolata,Dinophyceae
Levanderina_fissa,Eukaryota,SAR,Alveolata,Dinophyceae
Lingulodinium_polyedrum,Eukaryota,SAR,Alveolata,Dinophyceae
Margalefidinium_polykrikoides,Eukaryota,SAR,Alveolata,Dinophyceae
Nematodinium_sp_NmQI1,Eukaryota,SAR,Alveolata,Dinophyceae
Nematodinium_sp_NmQI2,Eukaryota,SAR,Alveolata,Dinophyceae
Noctiluca_scintillans,Eukaryota,SAR,Alveolata,Dinophyceae
Noctiluca_sp_No_FC1,Eukaryota,SAR,Alveolata,Dinophyceae
Noctiluca_sp_No_FC2,Eukaryota,SAR,Alveolata,Dinophyceae
Ostreopsis_ovata,Eukaryota,SAR,Alveolata,Dinophyceae
Ostreopsis_rhodesiae,Eukaryota,SAR,Alveolata,Dinophyceae
Ostreopsis_siamensis,Eukaryota,SAR,Alveolata,Dinophyceae
Oxyrrhis_marina,Eukaryota,SAR,Alveolata,Dinophyceae
Oxytoxum_lohmannii,Eukaryota,SAR,Alveolata,Dinophyceae
Oxytoxum_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Palatinus_apiculatus,Eukaryota,SAR,Alveolata,Dinophyceae
Paragymnodinium_shiwhaense,Eukaryota,SAR,Alveolata,Dinophyceae
Parvilucifera_sinerae,Eukaryota,SAR,Alveolata,Perkinsozoa
Parvodinium_elpatiewskyi,Eukaryota,SAR,Alveolata,Dinophyceae
Parvodinium_inconspicuum,Eukaryota,SAR,Alveolata,Dinophyceae
Parvodinium_mixtum,Eukaryota,SAR,Alveolata,Dinophyceae
Parvodinium_sp_Ps_BGAG1,Eukaryota,SAR,Alveolata,Dinophyceae
Pelagodinium_bei,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_aciculiferum,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_bipes,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_cinctum,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_sp_M1,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_sp_Ps_BGAG2,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_sp_Ps_BGAG3,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_sp_Ps_JP,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_volzii,Eukaryota,SAR,Alveolata,Dinophyceae
Peridinium_willei,Eukaryota,SAR,Alveolata,Dinophyceae
Perkinsus_chesapeaki,Eukaryota,SAR,Alveolata,Perkinsozoa
Perkinsus_marinus,Eukaryota,SAR,Alveolata,Perkinsozoa
Perkinsus_olseni,Eukaryota,SAR,Alveolata,Perkinsozoa
Pfiesteria_piscicida,Eukaryota,SAR,Alveolata,Dinophyceae
Phalacroma_oxytoxoides,Eukaryota,SAR,Alveolata,Dinophyceae
Polarella_glacialis,Eukaryota,SAR,Alveolata,Dinophyceae
Polykrikos_kofoidii,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_arenarium,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_cf_balticum,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_cordatum,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_donghaiense,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_hoffmannianum,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_lima,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_micans,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_minimum,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_shikokuense,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_sp_CCMP3122,Eukaryota,SAR,Alveolata,Dinophyceae
Prorocentrum_texanum,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrFC1a,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrFC2,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrFC3b,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrFC4b,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrQI5,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrQI6,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrQI7,Eukaryota,SAR,Alveolata,Dinophyceae
Proterythropsis_sp_PrQI8,Eukaryota,SAR,Alveolata,Dinophyceae
Protoceratium_reticulatum,Eukaryota,SAR,Alveolata,Dinophyceae
Protoperidinium_conicum,Eukaryota,SAR,Alveolata,Dinophyceae
Protoperidinium_depressum,Eukaryota,SAR,Alveolata,Dinophyceae
Protoperidinium_pellucidum,Eukaryota,SAR,Alveolata,Dinophyceae
Protoperidinium_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Psammosa_pacifica,Eukaryota,SAR,Alveolata,Dinophyceae
Psammosa_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Pyrocystis_lunula,Eukaryota,SAR,Alveolata,Dinophyceae
Pyrodinium_bahamense,Eukaryota,SAR,Alveolata,Dinophyceae
Scrippsiella_acuminata,Eukaryota,SAR,Alveolata,Dinophyceae
Scrippsiella_hangoei,Eukaryota,SAR,Alveolata,Dinophyceae
Scrippsiella_trochoidea,Eukaryota,SAR,Alveolata,Dinophyceae
Spatulodinium_pseudonoctiluca,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_goreaui,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_kawagutii,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_linucheae,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_microadriaticum,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_muscatinei,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_natans,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_necroappetens,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_pilosum,Eukaryota,SAR,Alveolata,Dinophyceae
Symbiodinium_thermophilum,Eukaryota,SAR,Alveolata,Dinophyceae
Takayama_helix,Eukaryota,SAR,Alveolata,Dinophyceae
Thoracosphaera_heimii,Eukaryota,SAR,Alveolata,Dinophyceae
Togula_jolla,Eukaryota,SAR,Alveolata,Dinophyceae
Torodinium_robustum,Eukaryota,SAR,Alveolata,Dinophyceae
Tripos_fusus,Eukaryota,SAR,Alveolata,Dinophyceae
Warnowia_sp_WaQI1,Eukaryota,SAR,Alveolata,Dinophyceae
Warnowia_sp_WaQI2,Eukaryota,SAR,Alveolata,Dinophyceae
Warnowia_sp_WaQI3,Eukaryota,SAR,Alveolata,Dinophyceae
Warnowia_sp_WaQI4,Eukaryota,SAR,Alveolata,Dinophyceae
Woloszynskia_sp_Ws_BRC,Eukaryota,SAR,Alveolata,Dinophyceae
Woloszynskia_sp_Ws_JP1,Eukaryota,SAR,Alveolata,Dinophyceae
Woloszynskia_sp_Ws_JP2,Eukaryota,SAR,Alveolata,Dinophyceae
Yihiella_yeosuensis,Eukaryota,SAR,Alveolata,Dinophyceae
Zooxanthella_nutricula,Eukaryota,SAR,Alveolata,Dinophyceae
Acanthamoeba_castellanii,Eukaryota,Amoebozoa,Discosea,Longamoebia
Acanthamoeba_griffini,Eukaryota,Amoebozoa,Discosea,Longamoebia
Acanthamoeba_polyphaga,Eukaryota,Amoebozoa,Discosea,Longamoebia
Acanthamoeba_pyriformis,Eukaryota,Amoebozoa,Discosea,Longamoebia
Acanthamoeba_terricola,Eukaryota,Amoebozoa,Discosea,Longamoebia
Acramoeba_dendroida,Eukaryota,Amoebozoa,Evosea,Variosea
Acytostelium_subglobosum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Amoeba_proteus,Eukaryota,Amoebozoa,Tubulinea,Elardia
Amphizonella_sp,Eukaryota,Amoebozoa,Tubulinea,Corycida
Arcella_intermedia,Eukaryota,Amoebozoa,Tubulinea,Elardia
Arcella_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Balamuthia_mandrillaris,Eukaryota,Amoebozoa,Discosea,Longamoebia
Cavenderia_bifurcata,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Cavenderia_fasciculata,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Cavenderia_multistipes,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Cavenderia_parvispora,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Cavostelium_apophysatum,Eukaryota,Amoebozoa,Evosea,Variosea
Centropyxis_aculeata,Eukaryota,Amoebozoa,Tubulinea,Elardia
Centropyxis_blatta,Eukaryota,Amoebozoa,Tubulinea,Elardia
Centropyxis_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Ceratiomyxa_fruticulosa,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Ceratiomyxa_porioides,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Ceratiomyxella_tahitiensis,Eukaryota,Amoebozoa,Evosea,Variosea
Clastostelium_recurvatum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Clydonella_sp,Eukaryota,Amoebozoa,Discosea,Flabellinia
Cochliopodium_minus,Eukaryota,Amoebozoa,Discosea,Himatismenida
Cochliopodium_pentatrifurcatum,Eukaryota,Amoebozoa,Discosea,Himatismenida
Copromyxa_protea,Eukaryota,Amoebozoa,Tubulinea,Elardia
Coronamoeba_villafranca,Eukaryota,Amoebozoa,Discosea,Longamoebia
Cryptodifflugia_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Cunea_sp,Eukaryota,Amoebozoa,Discosea,Flabellinia
Cyclopyxis_impressa,Eukaryota,Amoebozoa,Tubulinea,Elardia
Cyclopyxis_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Dermamoeba_algiensis,Eukaryota,Amoebozoa,Discosea,Longamoebia
Dictyostelium_capitatum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_citrinum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_dimigraforme,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_discoideum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_firmibasis,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_gargantuum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_giganteum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_intermedium,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_purpureum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Dictyostelium_rosarium,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Didymium_iridis,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Didymium_megalosporum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Difflugia_bryophila,Eukaryota,Amoebozoa,Tubulinea,Elardia
Difflugia_cf_capreolata,Eukaryota,Amoebozoa,Tubulinea,Elardia
Difflugia_compressa,Eukaryota,Amoebozoa,Tubulinea,Elardia
Difflugia_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Diplochlamys_sp,Eukaryota,Amoebozoa,Tubulinea,Corycida
Echinamoeba_exundans,Eukaryota,Amoebozoa,Tubulinea,Echinamoebida
Echinosteliopsis_oligospora,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Echinostelium_bisporum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Endolimax_sp,Eukaryota,Amoebozoa,Evosea,Archamoebae
Endostelium_zonatum,Eukaryota,Amoebozoa,Discosea,Flabellinia
Entamoeba_dispar,Eukaryota,Amoebozoa,Evosea,Archamoebae
Entamoeba_histolytica,Eukaryota,Amoebozoa,Evosea,Archamoebae
Entamoeba_invadens,Eukaryota,Amoebozoa,Evosea,Archamoebae
Entamoeba_marina,Eukaryota,Amoebozoa,Evosea,Archamoebae
Entamoeba_nuttalli,Eukaryota,Amoebozoa,Evosea,Archamoebae
Filamoeba_nolandi,Eukaryota,Amoebozoa,Evosea,Variosea
Flabellula_citata,Eukaryota,Amoebozoa,Tubulinea,Elardia
Flamella_aegyptia,Eukaryota,Amoebozoa,Evosea,Variosea
Fuligo_septica,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Galeripora_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Gocevia_fonbrunei,Eukaryota,Amoebozoa,Discosea,Himatismenida
Grellamoeba_robusta,Eukaryota,Amoebozoa,Evosea,Variosea
Hagiwaraea_rhizopodium,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Heleopera_lucida,Eukaryota,Amoebozoa,Tubulinea,Elardia
Heleopera_rosea,Eukaryota,Amoebozoa,Tubulinea,Elardia
Heleopera_sphagni,Eukaryota,Amoebozoa,Tubulinea,Elardia
Heleopera_sylvatica,Eukaryota,Amoebozoa,Tubulinea,Elardia
Heterostelium_album,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Heterostelium_gloeosporum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Heterostelium_pallidum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Hyalosphenia_elegans,Eukaryota,Amoebozoa,Tubulinea,Elardia
Hyalosphenia_papilio,Eukaryota,Amoebozoa,Tubulinea,Elardia
Idionectes_vortex,Eukaryota,Amoebozoa,Evosea,Cutosea
Janelia_veilia,Eukaryota,Amoebozoa,Discosea,Flabellinia
Kanabo_filosa,Eukaryota,Amoebozoa,Evosea,Variosea
Kanabo_kenzan,Eukaryota,Amoebozoa,Evosea,Variosea
Lesquereusia_mimetica,Eukaryota,Amoebozoa,Tubulinea,Elardia
Lingulamoeba_sp,Eukaryota,Amoebozoa,Discosea,Flabellinia
Luapeleamoeba_arachisporum,Eukaryota,Amoebozoa,Discosea,Longamoebia
Luapeleamoeba_hula,Eukaryota,Amoebozoa,Discosea,Longamoebia
Mastigamoeba_abducta,Eukaryota,Amoebozoa,Evosea,Archamoebae
Mastigamoeba_balamuthi,Eukaryota,Amoebozoa,Evosea,Archamoebae
Mastigella_eilhardi,Eukaryota,Amoebozoa,Evosea,Archamoebae
Mayorella_cantabrigiensis,Eukaryota,Amoebozoa,Discosea,Longamoebia
Mayorella_gemmifera,Eukaryota,Amoebozoa,Discosea,Longamoebia
Mayorella_marianaensis,Eukaryota,Amoebozoa,Discosea,Longamoebia
Mayorella_sp,Eukaryota,Amoebozoa,Discosea,Longamoebia
Mayorella_vespertilioides,Eukaryota,Amoebozoa,Discosea,Longamoebia
Micriamoeba_sp,Eukaryota,Amoebozoa,Tubulinea,Echinamoebida
Microchlamys_patella,Eukaryota,Amoebozoa,Tubulinea,Corycida
Microcorycia_aculeata,Eukaryota,Amoebozoa,Tubulinea,Elardia
Microcorycia_flava,Eukaryota,Amoebozoa,Tubulinea,Elardia
Microglomus_paxillus,Eukaryota,Amoebozoa,Evosea,Variosea
Mycamoeba_gemmipara,Eukaryota,Amoebozoa,Discosea,Flabellinia
Nebela_flabellulum,Eukaryota,Amoebozoa,Tubulinea,Elardia
Nebela_militaris,Eukaryota,Amoebozoa,Tubulinea,Elardia
Nebela_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Nebela_tubulosa,Eukaryota,Amoebozoa,Tubulinea,Elardia
Nematostelium_gracile,Eukaryota,Amoebozoa,Evosea,Variosea
Netzelia_lobostoma,Eukaryota,Amoebozoa,Tubulinea,Elardia
Netzelia_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Netzelia_tuberspinifera,Eukaryota,Amoebozoa,Tubulinea,Elardia
Nolandella_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Ovalopodium_desertum,Eukaryota,Amoebozoa,Discosea,Himatismenida
Paradermamoeba_levis,Eukaryota,Amoebozoa,Discosea,Longamoebia
Parakanabo_filosa,Eukaryota,Amoebozoa,Evosea,Variosea
Parakanabo_toge,Eukaryota,Amoebozoa,Evosea,Variosea
Paramoeba_aestuarina,Eukaryota,Amoebozoa,Discosea,Flabellinia
Paramoeba_atlantica,Eukaryota,Amoebozoa,Discosea,Flabellinia
Paramoeba_invadens,Eukaryota,Amoebozoa,Discosea,Flabellinia
Paramoeba_pemaquidensis,Eukaryota,Amoebozoa,Discosea,Flabellinia
Paramoeba_perurans,Eukaryota,Amoebozoa,Discosea,Flabellinia
Parvamoeba_monoura,Eukaryota,Amoebozoa,Discosea,Himatismenida
Parvamoeba_rugata,Eukaryota,Amoebozoa,Discosea,Himatismenida
Pellita_catalonica,Eukaryota,Amoebozoa,Discosea,Flabellinia
Pelomyxa_schiedti,Eukaryota,Amoebozoa,Evosea,Archamoebae
Pelomyxa_sp,Eukaryota,Amoebozoa,Evosea,Archamoebae
Pessonella_sp,Eukaryota,Amoebozoa,Discosea,Flabellinia
Phalansterium_solitarium,Eukaryota,Amoebozoa,Evosea,Variosea
Phryganella_acropodia,Eukaryota,Amoebozoa,Tubulinea,Elardia
Phryganella_paradoxa,Eukaryota,Amoebozoa,Tubulinea,Elardia
Physarum_melleum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Physarum_polycephalum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Physarum_rigidum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Physarum_roseum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Planocarina_carinata,Eukaryota,Amoebozoa,Tubulinea,Elardia
Planoprotostelium_fungivorum,Eukaryota,Amoebozoa,Evosea,Variosea
Polysphondylium_violaceum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Protacanthamoeba_bohemica,Eukaryota,Amoebozoa,Discosea,Longamoebia
Protosporangium_articulatum,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Protostelium_nocturum,Eukaryota,Amoebozoa,Evosea,Variosea
Ptolemeba_bulliensis,Eukaryota,Amoebozoa,Tubulinea,Elardia
Pyxidicula_operculata,Eukaryota,Amoebozoa,Tubulinea,Elardia
Quadrulella_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Quadrulella_symmetrica,Eukaryota,Amoebozoa,Tubulinea,Elardia
Raperostelium_australe,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Raperostelium_gracile,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Raperostelium_potamoides,Eukaryota,Amoebozoa,Evosea,Eumycetozoa
Rhizamoeba_saxonica,Eukaryota,Amoebozoa,Tubulinea,Elardia
Rhizomastix_elongata,Eukaryota,Amoebozoa,Evosea,Archamoebae
Rhizomastix_libera,Eukaryota,Amoebozoa,Evosea,Archamoebae
Rhizomastix_vacuolata,Eukaryota,Amoebozoa,Evosea,Archamoebae
Ripella_sp,Eukaryota,Amoebozoa,Discosea,Flabellinia
Sappinia_pedata,Eukaryota,Amoebozoa,Discosea,Longamoebia
Schizoplasmodiopsis_pseudoendospora,Eukaryota,Amoebozoa,Evosea,Variosea
Schizoplasmodiopsis_vulgaris,Eukaryota,Amoebozoa,Evosea,Variosea
Sexangularia_sp,Eukaryota,Amoebozoa,Tubulinea,Elardia
Soliformovum_irregularis,Eukaryota,Amoebozoa,Evosea,Variosea
Spumochlamys_bryora,Eukaryota,Amoebozoa,Tubulinea,Corycida
Spumochlamys_sp,Eukaryota,Amoebozoa,Tubulinea,Corycida
Squamamoeba_japonica,Eukaryota,Amoebozoa,Evosea,Cutosea
Stenamoeba_limacina,Eukaryota,Amoebozoa,Discosea,Longamoebia
Stenamoeba_stenopodia,Eukaryota,Amoebozoa,Discosea,Longamoebia
Stereomyxa_ramosa,Eukaryota,Amoebozoa,Amoebozoa incertae sedis,Stereomyxa
Stratorugosa_tubuloviscum,Eukaryota,Amoebozoa,Discosea,Longamoebia
Stygamoeba_regulata,Eukaryota,Amoebozoa,Discosea,Stygamoebida
Thecamoeba_quadrilineata,Eukaryota,Amoebozoa,Discosea,Longamoebia
Thecamoeba_sp,Eukaryota,Amoebozoa,Discosea,Longamoebia
Thecamoebidae_sp,Eukaryota,Amoebozoa,Discosea,Longamoebia
